mass_A
t	x
0.0	-8.01770071517327E-4
0.009999999999999998	-0.0018403715600156245
0.019999999999999997	-0.001912716045332108
0.03	-0.0025220420550887135
0.039999999999999994	-0.003020366898882021
0.049999999999999996	-0.0034282459618568684
0.06	-0.003876056157863933
0.06999999999999998	-0.004878142420612075
0.07999999999999999	-0.005462119217352235
0.09	-0.005841979540332803
0.09999999999999999	-0.00593046311337736
0.10999999999999999	-0.005949867324408553
0.12	-0.0064343704909961275
0.12999999999999998	-0.006897895136715071
0.13999999999999996	-0.006514341687157338
0.14999999999999997	-0.006643879236193556
0.15999999999999998	-0.0065788553740030176
0.16999999999999998	-0.006500240457251921
0.18	-0.006466409081730767
0.18999999999999997	-0.007010965809668257
0.19999999999999998	-0.006943191328454668
0.21	-0.006791175601398164
0.21999999999999997	-0.006412592863461658
0.22999999999999998	-0.006293034361017136
0.24	-0.005949762985846874
0.24999999999999997	-0.0058608103547288515
0.25999999999999995	-0.004984913580864031
0.26999999999999996	-0.004540107416896921
0.2799999999999999	-0.003996337020300861
0.29	-0.0033461518798232615
0.29999999999999993	-0.003377732706683678
0.30999999999999994	-0.0028785876768342156
0.31999999999999995	-0.0023404228555620743
0.32999999999999996	-0.0017834473393819328
0.33999999999999997	-8.712749828865274E-4
0.35	2.1682844508055799E-4
0.36	7.80932999242423E-4
0.36999999999999994	0.0012477536298854675
0.37999999999999995	0.002541731280470999
0.38999999999999996	0.0032865210374405096
0.39999999999999997	0.0038650824279271856
0.41	0.0053018495715900504
0.42	0.006300782632051888
0.42999999999999994	0.007327558836113357
0.43999999999999995	0.007935761968439148
0.44999999999999996	0.009401183968078541
0.45999999999999996	0.00993491800519486
0.47	0.01097943377055241
0.48	0.012203057044939541
0.49	0.01328441951940873
0.49999999999999994	0.01487001930791687
0.5099999999999999	0.015627893676366883
0.5199999999999999	0.016758317799835637
0.5299999999999999	0.018334827898671108
0.5399999999999999	0.019658423603254926
0.5499999999999999	0.020914609256593775
0.5599999999999998	0.021736292081531605
0.57	0.023188958286260303
0.58	0.0242800525695909
0.59	0.025760113433113796
0.5999999999999999	0.027014379793851906
0.6099999999999999	0.0284503896180055
0.6199999999999999	0.02948840452901988
0.6299999999999999	0.03126006053564781
0.6399999999999999	0.0324855246821425
