mass_A
t	y
0.0	-0.006828474902266596
0.009999999999999998	-0.0089396984245802
0.019999999999999997	-0.011249877700638067
0.03	-0.01309652648165091
0.039999999999999994	-0.01487146964792363
0.049999999999999996	-0.01633854896880324
0.06	-0.017608372893138075
0.06999999999999998	-0.018680742755699753
0.07999999999999999	-0.019504398159967934
0.09	-0.02009271475268684
0.09999999999999999	-0.02044092813379428
0.10999999999999999	-0.02055447361146448
0.12	-0.020246986043140153
0.12999999999999998	-0.019910426584041963
0.13999999999999996	-0.019127124107609944
0.14999999999999997	-0.01812952588134334
0.15999999999999998	-0.016721742037545784
0.16999999999999998	-0.015318295699457446
0.18	-0.013447640919166143
0.18999999999999997	-0.011631601346039772
0.19999999999999998	-0.009639472899157814
0.21	-0.007439876621896879
0.21999999999999997	-0.005163867307243275
0.22999999999999998	-0.0028723487431858707
0.24	-3.486141307694479E-4
0.24999999999999997	0.0021762685860190756
0.25999999999999995	0.0047719819257694696
0.26999999999999996	0.007415899797865527
0.2799999999999999	0.010067086951441123
0.29	0.012688387745518587
0.29999999999999993	0.014985533552545421
0.30999999999999994	0.01728994745365045
0.31999999999999995	0.019531810980134845
0.32999999999999996	0.02162785876112533
0.33999999999999997	0.02356312552093162
0.35	0.025255390345440693
0.36	0.026833364656546232
0.36999999999999994	0.028151589281194822
0.37999999999999995	0.02922541716483948
0.38999999999999996	0.0300434367185084
0.39999999999999997	0.030607004098539684
0.41	0.030924740187276367
0.42	0.030935574669643626
0.42999999999999994	0.030533919596043513
0.43999999999999995	0.030166766662033967
0.44999999999999996	0.029598130148429436
0.45999999999999996	0.028233619017540318
0.47	0.02699741968890476
0.48	0.02556250558246817
0.49	0.024007091351953253
0.49999999999999994	0.022149205272977895
0.5099999999999999	0.01997776492758427
0.5199999999999999	0.0178297706170287
0.5299999999999999	0.015460164500984336
0.5399999999999999	0.013045071811591286
0.5499999999999999	0.01042512207296506
0.5599999999999998	0.007763848089562597
0.57	0.005106434333305848
0.58	0.00244205613491133
0.59	-1.756253744723546E-4
0.5999999999999999	-0.0025961215838762874
0.6099999999999999	-0.005138931092231153
0.6199999999999999	-0.007338370034656372
0.6299999999999999	-0.009768808062890433
0.6399999999999999	-0.011832183201966912
0.6499999999999999	-0.013753431681091721
0.6599999999999999	-0.015396813363963702
0.6699999999999999	-0.01695543941993452
0.6799999999999999	-0.0182331811776153
0.69	-0.01924914657621013
0.7	-0.02004942385101552
0.71	-0.02063124117824172
0.72	-0.020870579360921016
0.7299999999999999	-0.02093523350718665
0.7399999999999999	-0.020756598401835885
0.7499999999999999	-0.02042900849580817
0.7599999999999999	-0.019687949826572126
0.7699999999999999	-0.018270634196209112
0.7799999999999999	-0.017224270823184756
0.7899999999999999	-0.015643942919577408
0.7999999999999999	-0.013784962510666354
0.8099999999999998	-0.012006612962855823
0.82	-0.010016230951806704
0.83	-0.007811654751973873
0.84	-0.005497255637773729
0.85	-0.0030048576326640875
0.8599999999999999	-5.726190357274452E-4
0.8699999999999999	0.0020606561245571087
0.8799999999999999	0.004610170655057089
0.8899999999999999	0.007165445164810463
0.8999999999999999	0.009679568633498226
0.9099999999999999	0.012288283850181825
0.9199999999999999	0.014573400368744105
0.9299999999999999	0.01684870109729475
0.94	0.019165443222748713
0.95	0.021050150676382273
0.96	0.02296032734683831
0.97	0.02459914166553373
0.98	0.02614202037676497
0.99	0.027482978288150467
0.9999999999999999	0.028514346778068994
1.0099999999999998	0.029334023436260598
1.0199999999999998	0.029839511928207108
1.0299999999999998	0.030192523597838528
1.0399999999999998	0.03022398789184412
1.0499999999999998	0.030201923379242213
1.0599999999999998	0.02977671902045856
1.0699999999999998	0.029003453791179884
1.0799999999999998	0.02805927207007705
1.0899999999999999	0.02691420377457207
1.0999999999999999	0.025195131307333696
1.1099999999999999	0.02377434042768828
1.1199999999999997	0.021815413415523427
1.13	0.01984787118062828
1.14	0.017645978313036298
1.15	0.01529894547899946
